Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat,Season
Jordan Thomas,XXX2,eng,19,Defender,0,0,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2018_2019
Adam Idah,XXX2,ie,19,Forward,190,83,1(11),221,-,-,-,-,0.5,72.9,0.3,-,0.2,-,0.2,-,0.1,0.1,-,-,0.1,-,0.3,0.1,0.4,0.8,4,-,-,-,5.98,2018_2019
Emiliano Buendía,XXX2,ar,23,M(R),172,72,28(8),2465,1,7,6,1,1.1,80,0.8,6,2.3,0.6,1,-,0.7,2.2,0.1,-,2.3,2.8,1.5,0.1,2.2,2.3,39.1,1.1,2.5,0.3,7.08,2017_2018
Grant Hanley,XXX2,sct,28,D(C),187,81,14(1),1262,-,-,4,-,0.5,82.8,2.9,-,1.6,2.1,0.8,0.3,5.1,0.4,1.2,1,-,0.1,1.3,-,0.1,0.3,43.9,-,2.1,-,6.77,2017_2018
Sam Byram,XXX2,eng,27,"D(LR),M(R)",180,72,15(2),1294,-,-,4,-,0.9,77.8,2.5,-,2.4,1.5,0.9,-,3.6,1.1,0.5,-,0.4,0.4,0.5,0.1,0.3,0.8,37.4,0.1,0.9,-,6.77,2017_2018
Ondrej Duda,XXX2,sk,25,"AM(C),FW",181,75,9(1),729,-,-,-,-,1,83.1,0.6,-,1.8,0.6,0.9,-,0.7,0.9,0.2,-,1.6,0.6,1.3,0.2,0.3,2.2,33.8,1.3,1.4,0.2,6.72,2017_2018
Kenny McLean,XXX2,sct,28,M(C),183,70,32(5),2966,1,1,5,-,0.8,79.4,2.6,-,1.2,1,0.6,0.1,1.7,0.8,0.2,-,0.6,0.8,1.6,-,1,1.4,45.4,0.3,2.2,0.1,6.64,2017_2018
Tim Krul,XXX2,nl,32,GK,188,84,36,3240,-,-,4,-,-,64.2,0.5,3,-,-,-,-,0.9,-,-,1,-,-,0.2,-,-,-,38.4,-,6.9,-,6.61,2017_2018
Christoph Zimmermann,XXX2,de,27,D(C),194,92,16(1),1431,-,1,3,-,0.4,79,1.6,-,1.9,1.1,0.5,0.5,5.1,0.5,1.1,-,0.1,0.3,0.5,-,0.2,0.4,38.9,-,2.7,-,6.60,2017_2018
Todd Cantwell,XXX2,eng,22,AM(LR),177,70,30(7),2504,6,2,6,-,1.1,81.9,0.5,-,1.4,0.5,0.9,-,0.8,1.3,0.1,-,0.9,1.3,1.8,0.1,1.3,2.1,28.8,-,0.8,-,6.59,2017_2018
Max Aarons,XXX2,eng,20,D(R),178,69,36,3240,-,1,7,-,0.4,78.9,0.6,-,1.3,1,0.8,0.2,2,0.5,0.8,-,0.6,1.3,1.4,0.1,0.9,1.5,37.2,0.4,1.1,-,6.55,2017_2018
Teemu Pukki,XXX2,fi,30,"AM(C),FW",180,80,33(3),2894,11,3,3,-,2.2,79.8,0.1,1,0.3,0.2,0.6,-,0.2,0.6,-,-,0.8,0.7,0.4,0.5,0.9,1.6,14.7,-,0.1,-,6.53,2017_2018
Tom Trybull,XXX2,de,27,M(C),181,72,14(2),1139,-,-,2,-,0.7,92,1.5,-,2.4,1,1.6,-,2,2.8,0.3,-,0.2,0.4,0.7,0.1,0.4,1,38.4,-,1.7,-,6.51,2017_2018
Alexander Tettey,XXX2,no,34,M(C),180,76,28(2),2352,1,1,5,-,0.8,88.1,1.2,-,0.8,1.4,0.7,-,2.2,0.9,0.3,-,0.2,0.5,0.2,-,0.3,0.6,43.1,-,1.6,-,6.51,2017_2018
Onel Hernández,XXX2,cu,27,"AM(CLR),FW",172,76,14(12),1381,1,2,-,-,1.1,77.2,0.2,1,1,0.7,0.5,-,0.3,0.8,-,-,0.7,1.6,0.7,0.3,1.4,1.5,12,-,0.1,-,6.50,2017_2018
Moritz Leitner,XXX2,de,27,M(CR),174,69,7(2),686,-,-,1,-,0.9,87.4,0.6,-,1.8,1,0.9,-,0.9,1.8,0.4,-,0.8,0.8,1.1,-,0.8,1.7,62.6,0.1,2.1,-,6.49,2017_2018
Jamal Lewis,XXX2,nir,22,"D(L),M(L)",178,70,25(3),2304,1,-,4,-,0.3,78.9,0.3,1,1.8,0.9,0.5,0.1,2,0.5,0.4,-,0.5,1.2,0.8,0.1,0.8,1.3,37.3,0.4,1.1,-,6.46,2017_2018
Ibrahim Amadou,XXX2,fr,27,"D(C),DMC",183,81,8(3),757,-,-,1,-,0.5,87,1.5,1,1.6,1.5,0.7,0.3,5,0.7,0.5,-,0.1,0.2,0.2,-,0.3,0.1,33.5,0.1,1.4,-,6.46,2017_2018
Ben Godfrey,XXX2,eng,22,D(C),183,74,30,2646,-,-,3,1,0.5,87.9,2.2,-,0.7,0.8,0.5,0.3,4.9,0.3,1.2,1,0.1,0.3,0.3,-,0.1,0.4,55.3,-,3.2,-,6.45,2017_2018
Timm Klose,XXX2,ch,32,D(C),193,87,7,586,-,-,-,-,0.4,84.7,2.4,-,1.1,1,1.1,-,3.9,0.6,0.9,-,-,0.3,1,-,0.1,0.1,56.1,-,2.1,-,6.37,2017_2018
Michael McGovern,XXX2,nir,36,GK,191,89,1(1),158,-,-,-,-,-,47.5,-,-,-,-,-,-,1.5,-,-,-,-,-,-,-,-,-,20,-,2,-,6.35,2017_2018
Marco Stiepermann,XXX2,de,29,"D(L),M(CLR)",190,86,14(10),1189,-,-,6,-,0.8,71.5,0.6,-,0.8,0.2,0.9,-,0.7,0.7,0.1,-,0.5,0.7,0.6,-,0.9,1.1,16.8,-,0.4,-,6.22,2017_2018
Patrick Roberts,XXX2,eng,23,AM(CR),168,58,0(3),24,-,-,-,-,-,66.7,-,-,-,-,0.3,-,-,-,-,-,-,1.3,0.7,-,-,-,3,-,0.3,-,6.20,2017_2018
Lukas Rupp,XXX2,de,29,M(CR),178,73,8(4),699,-,-,1,-,0.3,76.2,0.4,-,1.3,1.3,0.8,-,0.2,1,-,-,0.7,0.3,0.5,-,1.5,1.3,22.1,-,0.3,0.1,6.19,2017_2018
Mario Vrancic,XXX2,ba,31,M(CL),187,78,6(14),630,1,-,3,-,0.7,78.3,0.4,-,1.4,0.5,0.7,0.1,0.2,0.6,-,-,0.4,0.3,0.7,0.1,0.5,0.5,22.6,-,0.8,-,6.17,2017_2018
Ralf Fährmann,XXX2,de,32,GK,197,98,1,22,-,-,-,-,-,62.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,6.08,2017_2018
Dennis Srbeny,XXX2,de,26,FW,189,85,0(8),41,1,-,-,-,0.3,72.2,0.3,-,0.6,-,0.1,-,0.1,0.3,-,-,-,0.3,-,-,0.4,0.1,2.3,-,-,-,6.06,2017_2018
Josh Martin,XXX2,,19,Midfielder,0,0,0(5),32,-,-,-,-,0.2,80,-,-,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,3,-,0.2,-,6.03,2017_2018
Josip Drmic,XXX2,ch,28,"AM(LR),FW",183,81,5(16),642,1,-,-,1,0.7,77.5,0.9,-,0.1,-,0.3,-,0.2,0.4,-,-,0.2,0.3,0.2,0.3,0.7,1,7.6,-,0.1,-,6.03,2017_2018
Akin Famewo,XXX2,eng,21,D(C),187,66,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2017_2018
Jordan Thomas,XXX2,eng,19,Defender,0,0,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2017_2018
Adam Idah,XXX2,ie,19,Forward,190,83,1(11),221,-,-,-,-,0.5,72.9,0.3,-,0.2,-,0.2,-,0.1,0.1,-,-,0.1,-,0.3,0.1,0.4,0.8,4,-,-,-,5.98,2017_2018
Emiliano Buendía,XXX2,ar,23,M(R),172,72,28(8),2465,1,7,6,1,1.1,80,0.8,6,2.3,0.6,1,-,0.7,2.2,0.1,-,2.3,2.8,1.5,0.1,2.2,2.3,39.1,1.1,2.5,0.3,7.08,2016_2017
Grant Hanley,XXX2,sct,28,D(C),187,81,14(1),1262,-,-,4,-,0.5,82.8,2.9,-,1.6,2.1,0.8,0.3,5.1,0.4,1.2,1,-,0.1,1.3,-,0.1,0.3,43.9,-,2.1,-,6.77,2016_2017
Sam Byram,XXX2,eng,27,"D(LR),M(R)",180,72,15(2),1294,-,-,4,-,0.9,77.8,2.5,-,2.4,1.5,0.9,-,3.6,1.1,0.5,-,0.4,0.4,0.5,0.1,0.3,0.8,37.4,0.1,0.9,-,6.77,2016_2017
Ondrej Duda,XXX2,sk,25,"AM(C),FW",181,75,9(1),729,-,-,-,-,1,83.1,0.6,-,1.8,0.6,0.9,-,0.7,0.9,0.2,-,1.6,0.6,1.3,0.2,0.3,2.2,33.8,1.3,1.4,0.2,6.72,2016_2017
Kenny McLean,XXX2,sct,28,M(C),183,70,32(5),2966,1,1,5,-,0.8,79.4,2.6,-,1.2,1,0.6,0.1,1.7,0.8,0.2,-,0.6,0.8,1.6,-,1,1.4,45.4,0.3,2.2,0.1,6.64,2016_2017
Tim Krul,XXX2,nl,32,GK,188,84,36,3240,-,-,4,-,-,64.2,0.5,3,-,-,-,-,0.9,-,-,1,-,-,0.2,-,-,-,38.4,-,6.9,-,6.61,2016_2017
Christoph Zimmermann,XXX2,de,27,D(C),194,92,16(1),1431,-,1,3,-,0.4,79,1.6,-,1.9,1.1,0.5,0.5,5.1,0.5,1.1,-,0.1,0.3,0.5,-,0.2,0.4,38.9,-,2.7,-,6.60,2016_2017
Todd Cantwell,XXX2,eng,22,AM(LR),177,70,30(7),2504,6,2,6,-,1.1,81.9,0.5,-,1.4,0.5,0.9,-,0.8,1.3,0.1,-,0.9,1.3,1.8,0.1,1.3,2.1,28.8,-,0.8,-,6.59,2016_2017
Max Aarons,XXX2,eng,20,D(R),178,69,36,3240,-,1,7,-,0.4,78.9,0.6,-,1.3,1,0.8,0.2,2,0.5,0.8,-,0.6,1.3,1.4,0.1,0.9,1.5,37.2,0.4,1.1,-,6.55,2016_2017
Teemu Pukki,XXX2,fi,30,"AM(C),FW",180,80,33(3),2894,11,3,3,-,2.2,79.8,0.1,1,0.3,0.2,0.6,-,0.2,0.6,-,-,0.8,0.7,0.4,0.5,0.9,1.6,14.7,-,0.1,-,6.53,2016_2017
Tom Trybull,XXX2,de,27,M(C),181,72,14(2),1139,-,-,2,-,0.7,92,1.5,-,2.4,1,1.6,-,2,2.8,0.3,-,0.2,0.4,0.7,0.1,0.4,1,38.4,-,1.7,-,6.51,2016_2017
Alexander Tettey,XXX2,no,34,M(C),180,76,28(2),2352,1,1,5,-,0.8,88.1,1.2,-,0.8,1.4,0.7,-,2.2,0.9,0.3,-,0.2,0.5,0.2,-,0.3,0.6,43.1,-,1.6,-,6.51,2016_2017
Onel Hernández,XXX2,cu,27,"AM(CLR),FW",172,76,14(12),1381,1,2,-,-,1.1,77.2,0.2,1,1,0.7,0.5,-,0.3,0.8,-,-,0.7,1.6,0.7,0.3,1.4,1.5,12,-,0.1,-,6.50,2016_2017
Moritz Leitner,XXX2,de,27,M(CR),174,69,7(2),686,-,-,1,-,0.9,87.4,0.6,-,1.8,1,0.9,-,0.9,1.8,0.4,-,0.8,0.8,1.1,-,0.8,1.7,62.6,0.1,2.1,-,6.49,2016_2017
Jamal Lewis,XXX2,nir,22,"D(L),M(L)",178,70,25(3),2304,1,-,4,-,0.3,78.9,0.3,1,1.8,0.9,0.5,0.1,2,0.5,0.4,-,0.5,1.2,0.8,0.1,0.8,1.3,37.3,0.4,1.1,-,6.46,2016_2017
Ibrahim Amadou,XXX2,fr,27,"D(C),DMC",183,81,8(3),757,-,-,1,-,0.5,87,1.5,1,1.6,1.5,0.7,0.3,5,0.7,0.5,-,0.1,0.2,0.2,-,0.3,0.1,33.5,0.1,1.4,-,6.46,2016_2017
Ben Godfrey,XXX2,eng,22,D(C),183,74,30,2646,-,-,3,1,0.5,87.9,2.2,-,0.7,0.8,0.5,0.3,4.9,0.3,1.2,1,0.1,0.3,0.3,-,0.1,0.4,55.3,-,3.2,-,6.45,2016_2017
Timm Klose,XXX2,ch,32,D(C),193,87,7,586,-,-,-,-,0.4,84.7,2.4,-,1.1,1,1.1,-,3.9,0.6,0.9,-,-,0.3,1,-,0.1,0.1,56.1,-,2.1,-,6.37,2016_2017
Michael McGovern,XXX2,nir,36,GK,191,89,1(1),158,-,-,-,-,-,47.5,-,-,-,-,-,-,1.5,-,-,-,-,-,-,-,-,-,20,-,2,-,6.35,2016_2017
Marco Stiepermann,XXX2,de,29,"D(L),M(CLR)",190,86,14(10),1189,-,-,6,-,0.8,71.5,0.6,-,0.8,0.2,0.9,-,0.7,0.7,0.1,-,0.5,0.7,0.6,-,0.9,1.1,16.8,-,0.4,-,6.22,2016_2017
Patrick Roberts,XXX2,eng,23,AM(CR),168,58,0(3),24,-,-,-,-,-,66.7,-,-,-,-,0.3,-,-,-,-,-,-,1.3,0.7,-,-,-,3,-,0.3,-,6.20,2016_2017
Lukas Rupp,XXX2,de,29,M(CR),178,73,8(4),699,-,-,1,-,0.3,76.2,0.4,-,1.3,1.3,0.8,-,0.2,1,-,-,0.7,0.3,0.5,-,1.5,1.3,22.1,-,0.3,0.1,6.19,2016_2017
Mario Vrancic,XXX2,ba,31,M(CL),187,78,6(14),630,1,-,3,-,0.7,78.3,0.4,-,1.4,0.5,0.7,0.1,0.2,0.6,-,-,0.4,0.3,0.7,0.1,0.5,0.5,22.6,-,0.8,-,6.17,2016_2017
Ralf Fährmann,XXX2,de,32,GK,197,98,1,22,-,-,-,-,-,62.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,6.08,2016_2017
Dennis Srbeny,XXX2,de,26,FW,189,85,0(8),41,1,-,-,-,0.3,72.2,0.3,-,0.6,-,0.1,-,0.1,0.3,-,-,-,0.3,-,-,0.4,0.1,2.3,-,-,-,6.06,2016_2017
Josh Martin,XXX2,,19,Midfielder,0,0,0(5),32,-,-,-,-,0.2,80,-,-,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,3,-,0.2,-,6.03,2016_2017
Josip Drmic,XXX2,ch,28,"AM(LR),FW",183,81,5(16),642,1,-,-,1,0.7,77.5,0.9,-,0.1,-,0.3,-,0.2,0.4,-,-,0.2,0.3,0.2,0.3,0.7,1,7.6,-,0.1,-,6.03,2016_2017
Akin Famewo,XXX2,eng,21,D(C),187,66,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2016_2017
Jordan Thomas,XXX2,eng,19,Defender,0,0,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2016_2017
Adam Idah,XXX2,ie,19,Forward,190,83,1(11),221,-,-,-,-,0.5,72.9,0.3,-,0.2,-,0.2,-,0.1,0.1,-,-,0.1,-,0.3,0.1,0.4,0.8,4,-,-,-,5.98,2016_2017
Timm Klose,XXX2,ch,32,D(C),193,87,10,850,1,-,3,-,0.3,65.4,4,3,1.4,2.4,0.6,0.8,10.2,0.6,1,1,-,0.2,0.7,-,-,0.2,25.7,-,2.9,-,7.21,2015_2016
Robbie Brady,XXX2,ie,28,"D(L),M(CLR)",176,71,34(2),2988,3,2,3,-,1.5,70.5,1.2,4,2.8,1.6,1.1,0.2,2.4,1,0.1,-,1.5,1.4,0.5,0.1,1,1.1,31.6,1.7,2.1,-,7.15,2015_2016
Dieumerci Mbokani Bezua,XXX2,cd,34,FW,185,79,15(14),1589,7,1,-,-,1.3,68.8,4.1,1,0.4,0.1,0.6,-,0.8,0.3,-,-,0.9,0.8,1.6,1,1.7,1.7,16.7,-,0.1,-,6.81,2015_2016
Jonny Howson,XXX2,eng,32,"D(CR),M(CLR)",180,77,33(3),2953,3,4,7,-,1,74.8,0.9,-,2.1,1.2,0.8,-,1.8,1.3,0.3,-,0.7,0.8,0.5,0.1,1,0.9,35.6,0.3,1.8,-,6.77,2015_2016
Ryan Bennett,XXX2,eng,30,D(C),188,70,20(2),1838,-,-,7,-,0.4,74.3,2.5,1,0.9,1.6,0.6,1.1,7.9,0.4,0.6,1,0.2,-,0.2,-,-,0.1,25.5,-,3,-,6.76,2015_2016
Nathan Redmond,XXX2,eng,26,"AM(CLR),FW",173,69,24(11),2339,6,3,-,-,1.5,77.5,0.2,3,0.9,0.4,0.8,-,0.3,0.8,-,-,1.3,1.7,0.8,0.2,1.3,1.4,27.8,0.7,0.8,-,6.75,2015_2016
Sebastien Bassong,XXX2,cm,34,D(C),187,73,30(2),2789,1,-,4,-,0.6,76.8,3,-,0.8,1.7,0.8,0.9,8,0.4,0.6,-,0.1,0.3,0.7,0.1,0.2,0.2,27.5,-,2.3,-,6.75,2015_2016
Wes Hoolahan,XXX2,ie,38,AM(CLR),168,71,25(5),2006,4,8,1,-,0.9,82.1,0.1,1,0.9,0.5,0.6,-,-,1.3,-,-,1.6,1.1,1.3,0.2,2.3,1.5,37.1,0.5,1.2,0.1,6.71,2015_2016
Alexander Tettey,XXX2,no,34,M(C),180,76,23,1952,2,-,10,-,0.9,83.8,1.3,1,2.1,1.8,1.7,-,2.2,1,0.2,-,0.2,0.7,0.4,-,0.7,0.7,46.3,-,3,-,6.68,2015_2016
Russell Martin,XXX2,sct,34,D(CR),183,74,30,2698,3,-,4,1,0.6,73.3,1.5,-,1.4,1.2,1.1,0.6,6.7,0.6,0.8,-,0.3,-,0.2,-,0.2,0.3,37.3,0.2,4,-,6.61,2015_2016
Andre Wisdom,XXX2,eng,27,"D(CR),M(R)",186,78,9(1),824,-,-,1,-,0.2,76.9,0.9,-,1.9,0.8,0.3,0.2,2.2,0.4,0.1,-,0.4,0.8,0.3,-,0.7,0.5,30.8,0.4,1.3,-,6.52,2015_2016
Ivo Pinto,XXX2,pt,30,"D(R),M(R)",182,75,9(1),811,-,-,-,-,-,74.8,0.5,-,1.7,2.1,0.9,0.1,2.8,0.9,0.2,-,0.2,0.8,0.6,0.3,0.7,1.1,30.6,0.8,1.8,-,6.50,2015_2016
Declan Rudd,XXX2,eng,29,GK,191,81,11,990,-,-,2,-,-,40.7,-,-,0.1,0.1,0.2,-,0.8,-,-,-,-,-,-,-,-,-,26.8,-,7.8,-,6.50,2015_2016
Martin Olsson,XXX2,se,32,"D(L),M(L)",178,81,20(4),1773,1,2,2,-,0.3,63.1,1.1,-,1.1,1,0.8,0.2,2.8,0.4,0.2,-,0.3,0.3,0.8,-,0.3,0.8,19.9,0.5,1.4,-,6.48,2015_2016
Graham Dorrans,XXX2,sct,33,M(CLR),175,65,14(7),1288,-,1,2,-,0.8,85.8,0.4,-,1.1,1.2,0.7,-,0.6,1,0.1,-,0.7,0.8,0.2,-,0.4,0.6,34.4,0.1,2.5,-,6.46,2015_2016
John Ruddy,XXX2,eng,34,GK,193,97,27,2430,-,-,-,-,-,48.4,0.1,-,-,-,-,-,0.8,-,-,-,-,0.1,0.1,-,-,-,28.6,-,8.1,-,6.44,2015_2016
Gary O'Neil,XXX2,eng,37,M(CR),173,70,19(8),1749,-,-,7,1,0.4,77,0.9,-,1.5,1.3,1.5,-,1.1,1.4,0.3,-,0.3,0.5,0.6,-,0.6,0.6,35,0.3,3.3,-,6.42,2015_2016
Youssouf Mulumbu,XXX2,cd,33,M(C),177,65,5(2),371,-,-,1,-,0.4,89.2,0.6,-,3,0.9,0.7,-,0.6,0.9,-,-,0.1,0.7,0.4,0.1,1.1,0.7,22.4,-,1.1,-,6.40,2015_2016
Steven Naismith,XXX2,sct,34,"AM(CLR),FW",178,72,11(2),880,1,1,2,-,1.2,73.8,1,-,0.9,0.3,1,-,0.1,0.4,-,-,0.9,0.2,1.8,0.5,1.7,1.5,25.2,0.1,0.3,0.1,6.39,2015_2016
Steven Whittaker,XXX2,sct,36,D(LR),185,87,8,661,1,-,1,1,1,74.7,0.4,-,1.5,0.9,0.9,0.1,2.9,1.6,0.5,-,0.3,0.6,0.4,-,0.8,0.8,38,0.4,1.6,-,6.38,2015_2016
Cameron Jerome,XXX2,eng,34,FW,185,85,19(15),1776,3,2,2,-,1.4,63.2,2.2,-,0.3,0.2,1.1,-,0.3,0.1,-,-,0.2,0.4,0.3,0.6,1.1,1.1,11.9,-,0.2,-,6.30,2015_2016
Matthew Jarvis,XXX2,eng,34,M(LR),173,70,13(6),1021,1,1,-,-,0.5,77.3,0.3,-,0.5,0.3,0.2,-,0.2,0.3,0.1,-,0.9,0.3,0.4,0.1,0.5,0.8,13,0.9,0.5,-,6.29,2015_2016
Vadis Odjidja-Ofoe,XXX2,be,31,AM(CR),185,79,3(7),275,-,2,2,-,0.3,77.8,0.4,-,0.9,0.3,0.5,-,0.5,0.5,-,-,0.8,0.6,0.3,-,0.8,0.7,13.5,0.2,0.3,-,6.28,2015_2016
Patrick Bamford,XXX2,eng,27,"AM(CLR),FW",185,71,2(5),236,-,-,-,-,1,69.5,0.7,-,0.7,0.1,0.9,-,0.1,0.4,-,-,0.3,0.4,0.4,0.1,1.6,1.4,8.4,-,0.1,-,6.25,2015_2016
Bradley Johnson,XXX2,eng,33,M(CL),178,68,1(3),151,-,-,-,-,2.5,70.1,1.3,-,1.3,-,1,-,0.8,0.3,-,-,0.5,-,1,0.3,1.5,0.3,16.8,0.5,0.8,-,6.18,2015_2016
Lewis Grabban,XXX2,eng,32,"AM(C),FW",183,78,3(3),250,1,-,-,-,0.7,84.3,-,-,-,-,0.3,-,-,0.3,-,-,0.8,0.2,0.3,0.8,1,0.3,11.7,0.3,0.3,-,6.17,2015_2016
Kyle Lafferty,XXX2,nir,33,"AM(LR),FW",196,70,0(1),13,-,-,-,-,-,100,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,4,-,-,-,5.97,2015_2016
Gary Hooper,XXX2,eng,32,FW,175,71,0(2),11,-,-,-,-,0.5,80,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,2.5,-,0.5,-,5.96,2015_2016
André Ayew,XXX3,gh,30,"M(CLR),FW",176,72,45(1),4088,16,7,4,-,2.6,76.7,2.8,7,1.6,0.6,0.8,0.1,1.4,1,0.1,-,0.9,2.1,2.2,0.4,2,2.3,31.6,0.1,0.7,-,7.36,2019_2020
Matt Grimes,XXX3,eng,25,"D(L),DMC,M(L)",178,70,48,4320,-,7,6,-,0.7,82.5,1,5,2.8,1.5,0.8,-,1.3,1.1,0.5,-,1.6,0.8,1.2,-,0.7,0.6,62,1.1,4,-,7.13,2019_2020
Rhian Brewster,XXX3,eng,20,FW,180,75,21(1),1852,11,-,7,-,2.5,64.2,1.9,2,0.6,0.2,1.6,-,0.2,0.3,-,-,0.5,0.7,1.8,0.5,1,2.6,16.1,-,0.4,-,7.00,2019_2020
Joe Rodon,XXX3,wls,23,D(C),180,70,20(1),1793,-,1,2,-,0.4,81.9,3.5,-,1,1.6,0.6,0.3,5.4,0.4,1,-,0.1,-,0.7,-,0.1,0.4,49.3,-,2,-,6.90,2019_2020
Conor Gallagher,XXX3,eng,20,AM(C),182,0,21,1849,-,6,3,-,1.6,79.4,0.6,-,1.6,0.9,1.6,-,0.3,1.6,0.2,-,1.6,1,2.1,-,2,2.9,32.8,0.4,1.6,-,6.88,2019_2020
Marc Guehi,XXX3,eng,20,D(C),182,82,13(1),1177,-,-,1,-,0.3,84.7,3.4,1,1.1,1.9,0.4,0.9,4.1,0.4,0.8,-,0.1,0.5,1,-,0.1,0.4,57.3,-,3.4,-,6.83,2019_2020
Ben Cabango,XXX3,wls,20,D(C),0,0,20(3),1904,1,-,4,-,0.3,81,3,1,1,1.2,0.6,0.8,5.4,0.2,0.3,-,0.1,0.1,0.6,-,0.1,0.3,41.4,-,2.1,-,6.80,2019_2020
Mike van der Hoorn,XXX3,nl,28,D(C),190,82,29(1),2428,1,1,3,-,0.3,84,2.9,1,0.7,0.9,0.6,1.1,3.7,0.4,0.6,-,0.2,0.2,0.8,0.1,-,0.3,52.9,0.1,4.3,-,6.75,2019_2020
Jay Fulton,XXX3,sct,26,DMC,178,68,31(7),2585,3,3,10,-,0.8,77.5,1.1,-,2.1,1.2,1.5,-,1.1,0.8,0.4,-,0.5,0.3,0.4,0.1,0.4,0.5,24,0.1,0.9,-,6.73,2019_2020
Jake Bidwell,XXX3,eng,27,"D(CL),M(L)",183,70,38(1),3443,-,3,4,1,0.2,73.7,2.5,-,1.2,0.8,1.2,0.1,2.8,0.6,0.5,1,1.1,0.3,1,0.1,0.5,0.7,42.8,0.7,1.3,-,6.70,2019_2020
Ben Wilmot,XXX3,eng,20,D(C),188,80,16(5),1489,2,-,3,-,0.4,77.8,3.1,-,0.8,1.2,0.9,0.6,3.9,0.3,1,-,0.2,0.1,0.3,-,-,0.1,39.9,-,2.4,-,6.68,2019_2020
Bersant Celina,XXX3,xk,24,"AM(CLR),FW",177,60,28(8),2492,2,2,2,-,1.8,77.8,0.4,-,0.7,0.2,0.3,-,0.1,0.6,-,-,1.4,1.3,0.6,0.3,1,1.8,29.9,0.8,0.8,0.1,6.65,2019_2020
Kyle Naughton,XXX3,eng,31,"D(CLR),M(R)",180,73,29(4),2565,3,-,5,1,0.3,77.2,1.3,-,1.4,1.3,0.6,0.2,2.3,0.6,0.3,-,0.2,0.4,0.4,-,0.4,0.5,42.9,-,2.5,-,6.65,2019_2020
Freddie Woodman,XXX3,eng,23,GK,188,83,43,3870,-,-,1,-,-,69.6,0.2,2,-,-,-,-,0.6,-,-,-,-,-,0.1,-,-,-,28.6,-,6.6,-,6.63,2019_2020
Connor Roberts,XXX3,wls,25,"D(LR),M(R)",175,71,34(6),3109,1,4,3,-,0.8,80.9,0.9,2,1.2,1,0.5,0.1,2.1,0.3,0.3,-,0.8,0.3,1.7,0.1,0.5,0.4,40.8,0.2,1.6,-,6.63,2019_2020
Borja Bastón,XXX3,es,28,FW,186,83,15(5),1267,6,1,3,-,1.9,78.7,1.9,2,0.7,0.2,1.2,-,0.7,0.4,0.2,-,0.6,0.1,0.8,0.4,1.5,2.3,17.4,-,0.1,0.1,6.59,2019_2020
George Byers,XXX3,sct,24,M(C),180,73,22(13),2087,2,-,7,-,1.3,80,1.1,1,1.7,0.9,1,-,0.5,0.7,0.2,-,0.9,0.3,0.4,-,0.4,0.9,32.1,0.2,1.2,-,6.59,2019_2020
Yan Dhanda,XXX3,,21,AM(C),0,0,9(8),839,3,-,3,-,1,80.1,0.6,1,0.4,0.2,1.1,-,0.1,0.4,-,-,0.8,0.6,1.3,0.1,1,1.4,18.6,0.4,1.1,-,6.56,2019_2020
Wayne Routledge,XXX3,eng,35,"M(CLR),FW",170,64,10(11),955,4,3,1,-,0.6,65.4,0.9,-,0.8,0.3,0.8,-,0.3,0.5,-,-,1,0.7,0.9,0.5,1.5,1.8,17.3,0.2,0.7,-,6.52,2019_2020
Barrie McKay,XXX3,sct,25,AM(CLR),175,67,0(4),74,-,2,-,-,0.8,80.5,-,-,0.5,0.3,-,-,0.3,0.8,-,-,0.8,0.3,0.3,-,0.3,0.8,10.3,0.5,0.3,-,6.52,2019_2020
Sam Surridge,XXX3,eng,22,FW,191,77,7(13),775,4,-,-,-,1.3,60.7,1.5,-,0.1,0.1,0.6,-,0.4,0.6,0.1,-,0.4,0.4,0.8,0.4,0.7,1.2,7.3,0.1,0.1,0.1,6.43,2019_2020
