Name,Position,Team,Salary,Season
Stephen Ward,Defender,BFC,"£1,456,000",2017_2018
Luke Garbutt,Defender,EFC,"£1,456,000",2017_2018
Paul Dummett,Defender,NUFC,"£1,456,000",2017_2018
Kyle Bartley,Defender,SCAFC,"£1,456,000",2017_2018
Ivan Cavaleiro,Forward,WWFC,"£1,450,000",2017_2018
Renato Sanches,Midfielder,SCAFC,"£1,352,000",2017_2018
Boaz Myhill,Goalkeeper,WBAFC,"£1,352,000",2017_2018
Rob Holding,Defender,AFC,"£1,300,000",2017_2018
Ahmed Elmohamady,Midfielder,AVFC,"£1,300,000",2017_2018
Beram Kayal,Midfielder,BHA,"£1,300,000",2017_2018
Solly March,Midfielder,BHA,"£1,300,000",2017_2018
Steve Sidwell,Midfielder,BHA,"£1,300,000",2017_2018
Markus Suttner,Defender,BHA,"£1,300,000",2017_2018
Phil Bardsley,Defender,BFC,"£1,300,000",2017_2018
Ashley Barnes,Forward,BFC,"£1,300,000",2017_2018
Charlie Taylor,Defender,BFC,"£1,300,000",2017_2018
Nahki Wells,Forward,BFC,"£1,300,000",2017_2018
Isaiah Brown,Forward,CFC,"£1,300,000",2017_2018
Robert Kenedy (on loan from ),Midfielder,CFC,"£1,300,000",2017_2018
Damien Delaney,Defender,CP,"£1,300,000",2017_2018
Martin Kelly,Defender,CP,"£1,300,000",2017_2018
Chung-Yong Lee,Forward,CP,"£1,300,000",2017_2018
Julian Speroni,Goalkeeper,CP,"£1,300,000",2017_2018
Tom Davies,Midfielder,EFC,"£1,300,000",2017_2018
Mason Holgate,Defender,EFC,"£1,300,000",2017_2018
Nikola Vlasic,Midfielder,EFC,"£1,300,000",2017_2018
Elias Kachunga,Forward,HUD,"£1,300,000",2017_2018
Christopher Schindler,Defender,HUD,"£1,300,000",2017_2018
Matty James,Midfielder,LC,"£1,300,000",2017_2018
Loris Karius,Goalkeeper,LFC,"£1,300,000",2017_2018
Dominic Solanke,Forward,LFC,"£1,300,000",2017_2018
Karl Darlow,Goalkeeper,NUFC,"£1,300,000",2017_2018
Rob Elliot,Goalkeeper,NUFC,"£1,300,000",2017_2018
Jacob Murphy,Forward,NUFC,"£1,300,000",2017_2018
Ibrahim Afellay,Midfielder,SCFC,"£1,300,000",2017_2018
Alfie Mawson,Defender,SCAFC,"£1,300,000",2017_2018
Kristoffer Nordfeldt,Goalkeeper,SCAFC,"£1,300,000",2017_2018
Harry Winks,Midfielder,THFC,"£1,300,000",2017_2018
Miguel Britos,Defender,WAT,"£1,300,000",2017_2018
Bruno Ecuele Manga,Defender,CCFC,"£1,248,000",2017_2018
Adam Bogdan,Goalkeeper,LFC,"£1,248,000",2017_2018
Craig Cathcart,Defender,WAT,"£1,200,000",2017_2018
Scott Arfield,Midfielder,BFC,"£1,196,000",2017_2018
Tomas Kalas (on loan from ),Defender,CFC,"£1,196,000",2017_2018
Brendan Galloway (on loan from ),Defender,EFC,"£1,196,000",2017_2018
Jonathan Hogg,Midfielder,HUD,"£1,196,000",2017_2018
Eldin Jakupovic,Goalkeeper,LC,"£1,196,000",2017_2018
Ramadan Sobhi,Forward,SCFC,"£1,196,000",2017_2018
Konstantinos Mavropanos,Defender,AFC,"£1,191,667",2017_2018
Dean Marney,Midfielder,BFC,"£1,144,000",2017_2018
James Tarkowski,Defender,BFC,"£1,144,000",2017_2018
Isaac Hayden,Midfielder,NUFC,"£1,144,000",2017_2018
Romain Saiss,Midfielder,WWFC,"£1,144,000",2017_2018
Emiliano Martinez,Goalkeeper,AFC,"£1,126,667",2017_2018
Juan Foyth,Defender,THFC,"£1,118,000",2017_2018
Daniel Amartey,Midfielder,LC,"£1,092,000",2017_2018
Chuba Akpom,Forward,AFC,"£1,040,000",2017_2018
Sam Baldock,Forward,BHA,"£1,040,000",2017_2018
Gaetan Bong,Defender,BHA,"£1,040,000",2017_2018
Connor Goldson,Defender,BHA,"£1,040,000",2017_2018
Tomer Hemed,Forward,BHA,"£1,040,000",2017_2018
Uwe Hunemeier,Defender,BHA,"£1,040,000",2017_2018
Niki Maenpaa,Goalkeeper,BHA,"£1,040,000",2017_2018
Liam Rosenior,Defender,BHA,"£1,040,000",2017_2018
Jiri Skalak,Forward,BHA,"£1,040,000",2017_2018
Matthew Lowton,Defender,BFC,"£1,040,000",2017_2018
Ola Aina (on loan from ),Defender,CFC,"£1,040,000",2017_2018
Lewis Baker,Midfielder,CFC,"£1,040,000",2017_2018
Kasey Palmer (on loan from ),Midfielder,CFC,"£1,040,000",2017_2018
Dominic Calvert-Lewin,Forward,EFC,"£1,040,000",2017_2018
Joel Robles,Goalkeeper,EFC,"£1,040,000",2017_2018
Cyrus Christie,Defender,FFC,"£1,040,000",2017_2018
Chris Lowe,Defender,HUD,"£1,040,000",2017_2018
Scott Malone,Defender,HUD,"£1,040,000",2017_2018
Sean Scannell,Forward,HUD,"£1,040,000",2017_2018
Tommy Smith,Defender,HUD,"£1,040,000",2017_2018
Oleksandr Zinchenko,Midfielder,MCFC,"£1,040,000",2017_2018
Massadio Haidara,Defender,NUFC,"£1,040,000",2017_2018
Jan Bednarek,Defender,SFC,"£1,040,000",2017_2018
Erwin Mulder,Goalkeeper,SCAFC,"£1,040,000",2017_2018
Paulo Gazzaniga,Goalkeeper,THFC,"£1,040,000",2017_2018
Kyle Walker-Peters,Defender,THFC,"£1,040,000",2017_2018
Abdoulaye Doucouré,Midfielder,WAT,"£1,040,000",2017_2018
Kiko Femenia,Defender,WAT,"£1,040,000",2017_2018
Jerome Sinclair,Forward,WAT,"£1,040,000",2017_2018
Marvin Zeegelaar,Defender,WAT,"£1,040,000",2017_2018
Ryan Bennett,Defender,WWFC,"£1,040,000",2017_2018
Lee Tomlin,Forward,CCFC,"£988,000",2017_2018
Orestis Karnezis,Goalkeeper,WAT,"£988,000",2017_2018
Jack Harrison,Forward,MCFC,"£975,000",2017_2018
Danny Ward,Forward,CCFC,"£960,000",2017_2018
Alexander Sörloth,Forward,CP,"£936,000",2017_2018
Abdelhamid Sabiri,Midfielder,HUD,"£936,000",2017_2018
Rajiv van La Parra,Midfielder,HUD,"£936,000",2017_2018
Danny Ward,Goalkeeper,LFC,"£936,000",2017_2018
Jake Hesketh,Midfielder,SFC,"£936,000",2017_2018
Sam McQueen,Midfielder,SFC,"£936,000",2017_2018
Josh Sims,Forward,SFC,"£936,000",2017_2018
Scott Hogan,Forward,AVFC,"£910,000",2017_2018
Sam Vokes,Forward,BFC,"£884,000",2017_2018
Michael Hector (on loan from ),Defender,CFC,"£884,000",2017_2018
Andre Carrillo,Midfielder,WAT,"£884,000",2017_2018
Kenneth Zohore,Forward,CCFC,"£858,000",2017_2018
Ales Mateju,Defender,BHA,"£832,000",2017_2018
Kevin Long,Defender,BFC,"£832,000",2017_2018
Collin Quaner,Forward,HUD,"£832,000",2017_2018
Tommie Hoban,Defender,WAT,"£832,000",2017_2018
Jonny Williams (on loan from ),Midfielder,CP,"£780,000",2017_2018
Jonjoe Kenny,Defender,EFC,"£780,000",2017_2018
Shani Tarashaj,Forward,EFC,"£780,000",2017_2018
Philip Billing,Midfielder,HUD,"£780,000",2017_2018
Jo Gorenc-Stankovic,Defender,HUD,"£780,000",2017_2018
Robert Green,Goalkeeper,HUD,"£780,000",2017_2018
Michael Hefele,Defender,HUD,"£780,000",2017_2018
Ezgjan Alioski,Midfielder,LUFC,"£780,000",2017_2018
Fousseni Diabaté,Forward,LC,"£780,000",2017_2018
Timothy Fosu-Mensah (on loan from ),Defender,MUFC,"£780,000",2017_2018
Joel Castro Pereira,Goalkeeper,MUFC,"£780,000",2017_2018
Richard Stearman,Defender,SUFC,"£780,000",2017_2018
Mike van der Hoorn,Defender,SCAFC,"£780,000",2017_2018
Conor Coady,Defender,WWFC,"£780,000",2017_2018
Sol Bamba,Defender,CCFC,"£728,000",2017_2018
Anthony Pilkington,Midfielder,CCFC,"£728,000",2017_2018
Aaron Wan-Bissaka,Defender,CP,"£702,000",2017_2018
Marko Grujic (on loan from ),Midfielder,LFC,"£702,000",2017_2018
Neeskens Kebano,Midfielder,FFC,"£700,000",2017_2018
Florent Hadergjonaj,Defender,HUD,"£676,000",2017_2018
Eunan O'Kane,Midfielder,LUFC,"£676,000",2017_2018
Jazz Richards,Defender,CCFC,"£675,000",2017_2018
Ibrahima Cissé,Midfielder,FFC,"£650,000",2017_2018
Aboubakar Kamara,Forward,FFC,"£650,000",2017_2018
Ben Hamer,Goalkeeper,LC,"£624,000",2017_2018
Tren Alexander-Arnold,Defender,LFC,"£624,000",2017_2018
Ben Woodburn,Forward,LFC,"£624,000",2017_2018
Phil Foden,Midfielder,MCFC,"£624,000",2017_2018
Curtis Good,Defender,NUFC,"£624,000",2017_2018
Harrison Reed (on loan from ),Midfielder,SFC,"£624,000",2017_2018
Oliver Norwood (on loan from ),Midfielder,BHA,"£609,000",2017_2018
Kenneth Zohore,Forward,CCFC,"£572,000",2017_2018
Gary Madine,Forward,CCFC,"£546,000",2017_2018
Eduardo Carvalho,Goalkeeper,CFC,"£520,000",2017_2018
Wallace Oliveira,Defender,CFC,"£520,000",2017_2018
Stefan Johansen,Midfielder,FFC,"£520,000",2017_2018
Dean Whitehead,Midfielder,HUD,"£520,000",2017_2018
Sheyi Ojo (on loan from ),Forward,LFC,"£520,000",2017_2018
Cameron Borthwick-Jackson,Defender,MUFC,"£520,000",2017_2018
Scott McTominay,Midfielder,MUFC,"£520,000",2017_2018
Kenny McLean,Midfielder,NCFC,"£520,000",2017_2018
Jakob Haugaard,Goalkeeper,SCFC,"£520,000",2017_2018
Sam Field,Midfielder,WBAFC,"£520,000",2017_2018
Matt Doherty,Defender,WWFC,"£520,000",2017_2018
Stuart O'Keefe,Midfielder,CCFC,"£500,500",2017_2018
Loic Damour,Midfielder,CCFC,"£468,000",2017_2018
Matej Delac,Goalkeeper,CFC,"£468,000",2017_2018
Leon Clarke,Forward,SUFC,"£468,000",2017_2018
Molla Wague,Defender,WAT,"£468,000",2017_2018
Denis Odoi,Defender,FFC,"£462,800",2017_2018
Neil Taylor,Defender,AVFC,"£416,000",2017_2018
Christian Walton (on loan from ),Goalkeeper,BHA,"£416,000",2017_2018
Anders Lindegaard,Goalkeeper,BFC,"£416,000",2017_2018
Jamal Blackman (on loan from ),Goalkeeper,CFC,"£416,000",2017_2018
Tyias Browning (on loan from ),Defender,EFC,"£416,000",2017_2018
Floyd Ayité,Forward,FFC,"£416,000",2017_2018
Ryan Sessegnon,Midfielder,FFC,"£416,000",2017_2018
Joel Coleman,Goalkeeper,HUD,"£416,000",2017_2018
Hamza Choudhury,Midfielder,LC,"£416,000",2017_2018
Brahim Diaz,Midfielder,MCFC,"£416,000",2017_2018
Mark Duffy,Midfielder,SUFC,"£416,000",2017_2018
John Fleck,Midfielder,SUFC,"£416,000",2017_2018
Domingos Quina,Midfielder,WHUFC,"£416,000",2017_2018
Lee Camp,Goalkeeper,CCFC,"£364,000",2017_2018
Adrian Mariappa,Defender,WAT,"£364,000",2017_2018
Omar Bogle,Forward,CCFC,"£312,000",2017_2018
Matheus Pereira,Forward,WBAFC,"£312,000",2017_2018
Josh Cullen,Midfielder,WHUFC,"£277,333",2017_2018
Matt Macey,Goalkeeper,AFC,"£260,000",2017_2018
Keinan Davis,Forward,AVFC,"£260,000",2017_2018
Adam Legzdins,Goalkeeper,BFC,"£260,000",2017_2018
Jake Clarke-Salter,Defender,CFC,"£260,000",2017_2018
Axel Tuanzebe (on loan from ),Defender,MUFC,"£260,000",2017_2018
Adam Armstrong (on loan from ),Forward,NUFC,"£260,000",2017_2018
Ivan Toney,Forward,NUFC,"£260,000",2017_2018
Stephen Ireland,Midfielder,SCFC,"£260,000",2017_2018
Julien Ngoy,Forward,SCFC,"£260,000",2017_2018
Thibaud Verlinden,Midfielder,SCFC,"£260,000",2017_2018
Sead Haksabanovic,Midfielder,WHUFC,"£260,000",2017_2018
Kieron Freeman,Defender,SUFC,"£234,000",2017_2018
Ainsley Maitland-Niles,Midfielder,AFC,"£208,000",2017_2018
Harry Wilson,Midfielder,LFC,"£208,000",2017_2018
Angus Gunn (on loan from ),Goalkeeper,MCFC,"£208,000",2017_2018
Dennis Srbeny,Forward,NCFC,"£208,000",2017_2018
George Baldock,Defender,SUFC,"£208,000",2017_2018
John Lundstrom,Midfielder,SUFC,"£208,000",2017_2018
Tyler Roberts,Midfielder,LUFC,"£182,000",2017_2018
Rhys Healey,Forward,CCFC,"£156,000",2017_2018
Ethan Ampadu,Midfielder,CFC,"£156,000",2017_2018
Kyle Scott,Midfielder,CFC,"£156,000",2017_2018
Matthew Pennington (on loan from ),Defender,EFC,"£156,000",2017_2018
Conor Grant,Midfielder,EFC,"£156,000",2017_2018
George Thomas,Forward,LC,"£156,000",2017_2018
Cameron Brannagan,Midfielder,LFC,"£156,000",2017_2018
Harry Souttar,Defender,SCFC,"£156,000",2017_2018
Daniel Bachmann,Goalkeeper,WAT,"£156,000",2017_2018
Pontus Dahlberg,Goalkeeper,WAT,"£156,000",2017_2018
Jorge Segura,Defender,WAT,"£156,000",2017_2018
Reece Burke (on loan from ),Defender,WHUFC,"£156,000",2017_2018
Declan Rice,Midfielder,WHUFC,"£156,000",2017_2018
Ethan Ebanks-Landell,Defender,WWFC,"£156,000",2017_2018
Jeff Reine-Adelaide,Midfielder,AFC,"£104,000",2017_2018
Beni Baningime,Midfielder,EFC,"£104,000",2017_2018
Josh Knight,Defender,LC,"£104,000",2017_2018
Ovie Ejaria,Midfielder,LFC,"£104,000",2017_2018
Jamie Sterry,Defender,NUFC,"£104,000",2017_2018
Alex Palmer,Goalkeeper,WBAFC,"£104,000",2017_2018
Kane Wilson,Defender,WBAFC,"£104,000",2017_2018
Jonathan Leko,Midfielder,WBAFC,"£93,600",2017_2018
Morgan Gibbs-White,Midfielder,WWFC,"£78,000",2017_2018
Cohen Bramall (on loan from ),Defender,AFC,"£52,000",2017_2018
Henrik Bjordal,Forward,BHA,"£52,000",2017_2018
Sam Hughes,Defender,LC,"£46,800",2017_2018
Tyler Hornby-Forbes,Defender,BHA,"£41,600",2017_2018
Jake Flannigan,Defender,SFC,"£41,600",2017_2018
Alfie Jones,Defender,SFC,"£41,600",2017_2018
Yan Valery,Defender,SFC,"£41,600",2017_2018
Will Wood,Defender,SFC,"£41,600",2017_2018
Regan Booty,Midfielder,HUD,"£26,000",2017_2018
Ryan Schofield,Goalkeeper,HUD,"£26,000",2017_2018
Reiss Nelson,Midfielder,AFC,"£6,240",2017_2018
Joe Willock,Midfielder,AFC,"£5,200",2017_2018
Aiden O'Neill,Midfielder,BFC,£0,2017_2018
Gaetano Berardi,Defender,LUFC,£0,2017_2018
Vito Mannone,Goalkeeper,RFC,£0,2017_2018
Reece Oxford,Defender,WHUFC,£0,2017_2018
Kevin De Bruyne,Midfielder,MCFC,"£16,683,333",2018_2019
Alexis Sanchez,Forward,MUFC,"£16,380,000",2018_2019
Paul Pogba,Midfielder,MUFC,"£15,080,000",2018_2019
Mesut Ozil,Midfielder,AFC,"£13,975,000",2018_2019
Eden Hazard,Midfielder,CFC,"£11,700,000",2018_2019
Sergio Aguero,Forward,MCFC,"£11,440,000",2018_2019
Mohamed Salah,Forward,LFC,"£10,400,000",2018_2019
David De Gea,Goalkeeper,MUFC,"£10,400,000",2018_2019
Harry Kane,Forward,THFC,"£10,400,000",2018_2019
Alexandre Lacazette,Forward,AFC,"£9,466,673",2018_2019
Roberto Firmino,Forward,LFC,"£9,360,000",2018_2019
Romelu Lukaku,Forward,MUFC,"£9,360,000",2018_2019
Virgil Van Dijk,Defender,LFC,"£8,580,000",2018_2019
David Silva,Midfielder,MCFC,"£8,320,000",2018_2019
Juan Mata,Midfielder,MUFC,"£8,320,000",2018_2019
Pierre-Emerick Aubameyang,Forward,AFC,"£8,190,000",2018_2019
Cesc Fàbregas,Midfielder,CFC,"£8,112,000",2018_2019
Henrikh Mkhitaryan,Midfielder,AFC,"£7,800,000",2018_2019
Kepa Arrizabalaga,Goalkeeper,CFC,"£7,800,000",2018_2019
Raheem Sterling,Forward,MCFC,"£7,800,000",2018_2019
Fernandinho Luis Roza,Midfielder,MCFC,"£7,800,000",2018_2019
Vincent Kompany,Defender,MCFC,"£7,800,000",2018_2019
Luke Shaw,Defender,MUFC,"£7,800,000",2018_2019
Marouane Fellaini,Midfielder,MUFC,"£7,800,000",2018_2019
Christian Pulisic,Forward,CFC,"£7,562,500",2018_2019
César Azpilicueta,Defender,CFC,"£7,540,000",2018_2019
N'Golo Kante,Midfielder,CFC,"£7,500,000",2018_2019
Jamie Vardy,Forward,LC,"£7,280,000",2018_2019
Jordan Henderson,Midfielder,LFC,"£7,280,000",2018_2019
James Milner,Midfielder,LFC,"£7,280,000",2018_2019
Ilkay Gundogan,Midfielder,MCFC,"£7,280,000",2018_2019
Heung-Min Son,Forward,THFC,"£7,280,000",2018_2019
Javier Chicharito Hernandez,Forward,WHUFC,"£7,280,000",2018_2019
Wilfried Zaha,Forward,CP,"£6,760,000",2018_2019
Kasper Schmeichel,Goalkeeper,LC,"£6,760,000",2018_2019
Daniel Sturridge,Forward,LFC,"£6,760,000",2018_2019
Danny Welbeck,Forward,AFC,"£6,500,000",2018_2019
Max Meyer,Midfielder,CP,"£6,500,000",2018_2019
Aaron Ramsey,Midfielder,AFC,"£6,240,000",2018_2019
Willian da Silva,Midfielder,CFC,"£6,240,000",2018_2019
David Luiz,Defender,CFC,"£6,240,000",2018_2019
Christian Benteke,Forward,CP,"£6,240,000",2018_2019
Bernard Anicio Caldeira Duarte,Midfielder,EFC,"£6,240,000",2018_2019
Yerry Mina,Defender,EFC,"£6,240,000",2018_2019
Naby Keita,Midfielder,LFC,"£6,240,000",2018_2019
Alex Oxlade-Chamberlain,Midfielder,LFC,"£6,240,000",2018_2019
Riyad Mahrez,Forward,MCFC,"£6,240,000",2018_2019
Bernardo Silva,Forward,MCFC,"£6,240,000",2018_2019
Frederico de Paula Santos,Midfielder,MUFC,"£6,240,000",2018_2019
Victor Lindelof,Defender,MUFC,"£6,240,000",2018_2019
Nemanja Matic,Midfielder,MUFC,"£6,240,000",2018_2019
Ashley Young,Midfielder,MUFC,"£6,240,000",2018_2019
Ander Herrera,Midfielder,MUFC,"£5,980,000",2018_2019
Conor Townsend,Defender,WBAFC,"£5,980,000",2018_2019
Andriy Yarmolenko,Forward,WHUFC,"£5,980,000",2018_2019
Andre Gomes,Midfielder,EFC,"£5,800,000",2018_2019
Hector Bellerin,Defender,AFC,"£5,720,000",2018_2019
Petr Cech,Goalkeeper,AFC,"£5,720,000",2018_2019
Jorge Luiz Frello Filho,Midfielder,CFC,"£5,720,000",2018_2019
Anthony Martial,Forward,MUFC,"£5,720,000",2018_2019
André Schurrle,Forward,FFC,"£5,408,000",2018_2019
Jordan Pickford,Goalkeeper,EFC,"£5,208,333",2018_2019
Sead Kolasinac,Defender,AFC,"£5,200,000",2018_2019
Bernd Leno,Goalkeeper,AFC,"£5,200,000",2018_2019
Granit Xhaka,Midfielder,AFC,"£5,200,000",2018_2019
Marcos Alonso,Defender,CFC,"£5,200,000",2018_2019
Gary Cahill,Defender,CFC,"£5,200,000",2018_2019
Danny Drinkwater,Midfielder,CFC,"£5,200,000",2018_2019
Antonio Rudiger,Defender,CFC,"£5,200,000",2018_2019
Mamadou Sakho,Defender,CP,"£5,200,000",2018_2019
Morgan Schneiderlin,Midfielder,EFC,"£5,200,000",2018_2019
Gylfi Sigurdsson,Midfielder,EFC,"£5,200,000",2018_2019
Dejan Lovren,Defender,LFC,"£5,200,000",2018_2019
Sadio Mane,Forward,LFC,"£5,200,000",2018_2019
Joel Matip,Defender,LFC,"£5,200,000",2018_2019
Fabinho Tavares,Midfielder,LFC,"£5,200,000",2018_2019
Eliaquim Mangala,Defender,MCFC,"£5,200,000",2018_2019
John Stones,Defender,MCFC,"£5,200,000",2018_2019
Kyle Walker,Defender,MCFC,"£5,200,000",2018_2019
Dele Alli,Midfielder,THFC,"£5,200,000",2018_2019
Hugo Lloris,Goalkeeper,THFC,"£5,200,000",2018_2019
Marko Arnautovic,Midfielder,WHUFC,"£5,200,000",2018_2019
Jack Wilshere,Midfielder,WHUFC,"£5,200,000",2018_2019
Jose Moutinho,Midfielder,WWFC,"£5,200,000",2018_2019
Rui Patricio,Goalkeeper,WWFC,"£5,200,000",2018_2019
Sokratis Papastathopoulos,Defender,AFC,"£4,784,000",2018_2019
Ross Barkley,Midfielder,CFC,"£4,766,667",2018_2019
Laurent Koscielny,Defender,AFC,"£4,680,000",2018_2019
Shkodran Mustafi,Defender,AFC,"£4,680,000",2018_2019
Olivier Giroud,Forward,CFC,"£4,680,000",2018_2019
Richarlison de Andrade,Forward,EFC,"£4,680,000",2018_2019
Lucas Digne,Defender,EFC,"£4,680,000",2018_2019
Harry Maguire,Defender,LC,"£4,680,000",2018_2019
Alisson Becker,Goalkeeper,LFC,"£4,680,000",2018_2019
Gabriel Jesus,Forward,MCFC,"£4,680,000",2018_2019
Benjamin Mendy,Defender,MCFC,"£4,680,000",2018_2019
Leroy Sane,Forward,MCFC,"£4,680,000",2018_2019
Wilfried Bony,Forward,SCAFC,"£4,680,000",2018_2019
Andy Carroll,Forward,WHUFC,"£4,680,000",2018_2019
Jan Vertonghen,Defender,THFC,"£4,628,000",2018_2019
Theo Walcott,Forward,EFC,"£4,550,000",2018_2019
Antonio Valencia,Defender,MUFC,"£4,420,000",2018_2019
Felipe Anderson,Midfielder,WHUFC,"£4,420,000",2018_2019
Andreas Christensen,Defender,CFC,"£4,160,000",2018_2019
Jonny Evans,Defender,LC,"£4,160,000",2018_2019
Adrien Silva,Midfielder,LC,"£4,160,000",2018_2019
Xherdan Shaqiri,Midfielder,LFC,"£4,160,000",2018_2019
Fabian Delph,Midfielder,MCFC,"£4,160,000",2018_2019
Claudio Bravo,Goalkeeper,MCFC,"£4,160,000",2018_2019
Danilo Luiz da Silva,Defender,MCFC,"£4,160,000",2018_2019
Eric Bailly,Defender,MUFC,"£4,160,000",2018_2019
Marcos Rojo,Defender,MUFC,"£4,160,000",2018_2019
Manolo Gabbiadini,Forward,SFC,"£4,160,000",2018_2019
Saido Berahino,Forward,SCFC,"£4,160,000",2018_2019
Erik Lamela,Midfielder,THFC,"£4,160,000",2018_2019
Lucas Moura,Midfielder,THFC,"£4,160,000",2018_2019
Moussa Sissoko,Midfielder,THFC,"£4,160,000",2018_2019
Lucas Perez,Forward,WHUFC,"£4,160,000",2018_2019
Stephan Lichtsteiner,Defender,AFC,"£3,900,000",2018_2019
Lucas Torreira,Midfielder,AFC,"£3,900,000",2018_2019
Mateo Kovacic,Midfielder,CFC,"£3,900,000",2018_2019
Victor Moses,Defender,CFC,"£3,900,000",2018_2019
Onyinye Ndidi,Midfielder,LC,"£3,900,000",2018_2019
Danny Ings (on loan from ),Forward,LFC,"£3,900,000",2018_2019
Georginio Wijnaldum,Midfielder,LFC,"£3,900,000",2018_2019
Phil Jones,Defender,MUFC,"£3,900,000",2018_2019
Jesse Lingard,Forward,MUFC,"£3,900,000",2018_2019
Christian Eriksen,Midfielder,THFC,"£3,900,000",2018_2019
Fernando Llorente,Forward,THFC,"£3,900,000",2018_2019
Pablo Zabaleta,Defender,WHUFC,"£3,900,000",2018_2019
Asmir Begovic,Goalkeeper,BOU,"£3,640,000",2018_2019
Davide Zappacosta,Defender,CFC,"£3,640,000",2018_2019
Leighton Baines,Defender,EFC,"£3,640,000",2018_2019
Seamus Coleman,Defender,EFC,"£3,640,000",2018_2019
Idrissa Gueye,Midfielder,EFC,"£3,640,000",2018_2019
Ashley Williams (on loan from ),Defender,EFC,"£3,640,000",2018_2019
Ricardo Pereira,Defender,LC,"£3,640,000",2018_2019
Nathaniel Clyne (on loan from ),Defender,LFC,"£3,640,000",2018_2019
Chris Smalling,Defender,MUFC,"£3,640,000",2018_2019
Sergio Romero,Goalkeeper,MUFC,"£3,640,000",2018_2019
Jonjo Shelvey,Midfielder,NUFC,"£3,640,000",2018_2019
Charlie Austin,Forward,SFC,"£3,640,000",2018_2019
Ryan Bertrand,Defender,SFC,"£3,640,000",2018_2019
Fraser Forster,Goalkeeper,SFC,"£3,640,000",2018_2019
Kevin Wimmer,Defender,SCFC,"£3,640,000",2018_2019
Serge Aurier,Defender,THFC,"£3,640,000",2018_2019
Abdoulaye Doucouré,Midfielder,WAT,"£3,640,000",2018_2019
Andre Gray,Forward,WAT,"£3,640,000",2018_2019
Michail Antonio,Midfielder,WHUFC,"£3,640,000",2018_2019
Manuel Lanzini,Midfielder,WHUFC,"£3,640,000",2018_2019
Angelo Ogbonna,Defender,WHUFC,"£3,640,000",2018_2019
Winston Reid,Defender,WHUFC,"£3,640,000",2018_2019
Emerson Palmieri,Defender,CFC,"£3,510,000",2018_2019
Andre-Frank Zambo Anguissa,Midfielder,FFC,"£3,484,000",2018_2019
Issa Diop,Defender,WHUFC,"£3,484,000",2018_2019
Nacho Monreal,Defender,AFC,"£3,380,000",2018_2019
Cheikhou Kouyate,Midfielder,CP,"£3,380,000",2018_2019
Jean Michael Seri,Midfielder,FFC,"£3,380,000",2018_2019
Ben Chilwell,Defender,LC,"£3,380,000",2018_2019
Ederson Moraes,Goalkeeper,MCFC,"£3,380,000",2018_2019
Mario Lemina,Midfielder,SFC,"£3,380,000",2018_2019
Oriol Romeu,Midfielder,SFC,"£3,380,000",2018_2019
Cedric Soares,Defender,SFC,"£3,380,000",2018_2019
Eric Maxim Choupo-Moting,Midfielder,SCFC,"£3,380,000",2018_2019
Davinson Sanchez,Defender,THFC,"£3,380,000",2018_2019
Kieran Trippier,Defender,THFC,"£3,380,000",2018_2019
Victor Wanyama,Midfielder,THFC,"£3,380,000",2018_2019
Troy Deeney,Forward,WAT,"£3,380,000",2018_2019
Lukasz Fabianski,Goalkeeper,WHUFC,"£3,380,000",2018_2019
Shane Long,Forward,SFC,"£3,210,000",2018_2019
Scott Dann,Defender,CP,"£3,120,000",2018_2019
Vicente Guaita,Goalkeeper,CP,"£3,120,000",2018_2019
Connor Wickham,Forward,CP,"£3,120,000",2018_2019
Michael Keane,Defender,EFC,"£3,120,000",2018_2019
Cenk Tosun,Forward,EFC,"£3,120,000",2018_2019
Aleksandar Mitrovic,Forward,FFC,"£3,120,000",2018_2019
Kelechi Iheanacho,Forward,LC,"£3,120,000",2018_2019
Wes Morgan,Defender,LC,"£3,120,000",2018_2019
Steven Davis,Midfielder,SFC,"£3,120,000",2018_2019
Mohamed Elyounoussi,Forward,SFC,"£3,120,000",2018_2019
Wesley Hoedt,Defender,SFC,"£3,120,000",2018_2019
Nathan Redmond,Forward,SFC,"£3,120,000",2018_2019
Jannik Vestergaard,Defender,SFC,"£3,120,000",2018_2019
Bruno Martins Indi,Defender,SCFC,"£3,120,000",2018_2019
Ben Davies,Defender,THFC,"£3,120,000",2018_2019
Eric Dier,Midfielder,THFC,"£3,120,000",2018_2019
Danny Rose,Defender,THFC,"£3,120,000",2018_2019
Gerard Deulofeu,Forward,WAT,"£3,120,000",2018_2019
Nacer Chadli,Midfielder,WBAFC,"£3,120,000",2018_2019
Jay Rodriguez,Forward,WBAFC,"£3,120,000",2018_2019
Jose Salomon Rondon (on loan from ),Forward,WBAFC,"£3,120,000",2018_2019
Claudio Yacob,Midfielder,WBAFC,"£3,120,000",2018_2019
Aymeric Laporte,Defender,MCFC,"£3,098,333",2018_2019
Adam Lallana,Midfielder,LFC,"£3,042,000",2018_2019
Pedro Rodríguez Ledesma,Midfielder,CFC,"£3,000,000",2018_2019
Jeffrey Schlupp,Defender,CP,"£2,912,000",2018_2019
Ben Mee,Defender,BFC,"£2,860,000",2018_2019
James McArthur,Midfielder,CP,"£2,860,000",2018_2019
Luka Milivojevic,Midfielder,CP,"£2,860,000",2018_2019
